onset,offset,midi,hz,raw_midi,key
0.46,0.9299999999999998,50.07163704847758,147.44122314453128,50.07163704847758,D major
0.94,1.1899999999999997,52.46943689726393,169.34396791762256,52.46943689726393,D major
1.19,1.3699999999999999,52.44048016595106,169.0609588623046,52.44048016595106,D major
1.39,1.5399999999999998,50.18215128249342,148.38543242809655,50.18215128249342,D major
1.58,1.9599999999999997,52.243422894585,167.14753723144528,52.243422894585,D major
1.95,2.36,52.04045963935645,165.19940535448063,52.04045963935645,D major
2.42,2.76,52.68499455864398,171.46566772460938,52.68499455864398,D major
2.85,3.1799999999999997,50.04256956105722,147.19387646012325,50.04256956105722,D major
3.2,3.5799999999999996,52.93592318443152,173.9690246582032,52.93592318443152,D major
3.6,4.14,52.15534298565552,166.299301147461,52.15534298565552,D major
4.16,4.859999999999999,50.46072281037468,150.79240417480472,50.46072281037468,D major
4.85,5.26,49.39208057290924,141.765869140625,49.39208057290924,D major
5.27,5.51,50.45817368406543,150.77020263671875,50.45817368406543,D major
5.51,5.87,49.88561230228504,145.86541748046872,49.88561230228504,D major
5.88,6.63,50.46632373317242,150.8411967253562,50.46632373317242,D major
7.06,7.34,49.60154484285407,143.4915313720703,49.60154484285407,D major
7.35,7.71,50.715710940924026,153.02981567382807,50.715710940924026,D major
7.73,7.9399999999999995,52.69898803500226,171.60431857553672,52.69898803500226,D major
7.96,8.45,50.71510156941102,153.0244293212891,50.71510156941102,D major
8.56,9.09,49.863843168069266,145.68211654072726,49.863843168069266,D major
9.14,9.57,47.526866165289995,127.28617258560716,47.526866165289995,D major
9.56,9.76,49.53684797417964,142.9562988281251,49.53684797417964,D major
9.77,9.92,49.639876075988504,143.8095877805929,49.639876075988504,D major
9.96,11.06,48.973892930287285,138.38247680664062,48.973892930287285,D major
11.45,11.72,47.238830774692175,125.18595882226498,47.238830774692175,D major
11.71,12.04,49.27614244184166,140.8196563720703,49.27614244184166,D major
12.05,12.29,50.29352223548166,149.34307861328122,50.29352223548166,D major
12.28,12.799999999999999,49.647045624120686,143.86915588378903,49.647045624120686,D major
12.82,13.37,47.27542935736642,125.45088400098392,47.27542935736642,D major
13.45,16.68,55.151816944451824,197.72403716811024,55.151816944451824,D major
16.81,17.21,52.2165014367472,166.88781738281259,52.2165014367472,D major
17.24,17.619999999999997,54.35091011046338,188.78524780273432,54.35091011046338,D major
17.61,17.78,54.06718348833395,185.71651936505452,54.06718348833395,D major
17.81,17.990000000000002,52.25810046659816,167.289306640625,52.25810046659816,D major
18.0,18.85,54.26247617072683,187.82336425781253,54.26247617072683,D major
19.35,19.61,51.76520471915774,162.59361267089847,51.76520471915774,D major
19.6,19.97,54.04955964012774,185.5275573730469,54.04955964012774,D major
19.98,20.729999999999997,54.66324807907622,192.22209773762518,54.66324807907622,D major
20.79,21.770000000000003,51.18089471505214,157.19747924804688,51.18089471505214,D major
21.78,22.15,51.94541703330586,164.29496597221075,51.94541703330586,D major
22.15,22.509999999999998,50.71206992945385,152.99763488769528,50.71206992945385,D major
22.51,23.119999999999997,52.091017923775496,165.6825523977377,52.091017923775496,D major
23.59,23.880000000000003,50.03746150077044,147.1504528522898,50.03746150077044,D major
23.89,24.200000000000003,52.087106096334495,165.64511965793298,52.087106096334495,D major
24.2,24.409999999999997,54.37213889221127,189.01688251346965,54.37213889221127,D major
24.43,24.96,52.049023256263325,165.28114210022557,52.049023256263325,D major
24.99,25.53,50.093490527118576,147.62745666503903,50.093490527118576,D major
25.54,25.89,48.98535972414324,138.47416452267836,48.98535972414324,D major
25.9,26.380000000000003,50.03887233481418,147.16244506835938,50.03887233481418,D major
26.37,26.71,49.07944473937836,139.22875976562497,49.07944473937836,D major
26.72,27.53,50.059103837354726,147.33452219064185,50.059103837354726,D major
28.0,28.229999999999997,49.175875852286225,140.0064388831396,49.175875852286225,D major
28.23,28.57,50.197465999738405,148.5167541503906,50.197465999738405,D major
28.58,28.79,51.96988491967701,164.52733158672922,51.96988491967701,D major
28.81,29.92,49.94481277000099,146.3650658221716,49.94481277000099,D major
30.0,30.18,56.19818168029724,210.0430908203125,56.19818168029724,D major
30.19,32.57,57.11960223424337,221.52513122558594,57.11960223424337,D major
