onset,offset,midi,hz,raw_midi,key
0.41,0.7599999999999998,49.854457244241004,145.6031560640814,49.854457244241004,Eb minor
1.97,2.26,65.90641110671513,367.99966406916184,65.90641110671513,Eb minor
2.27,2.4899999999999998,66.37023471338922,377.9921875,66.37023471338922,Eb minor
2.56,3.11,66.12709277006707,372.72060773309346,66.12709277006707,Eb minor
3.21,3.4299999999999997,63.25103298334957,315.6712646484375,63.25103298334957,Eb minor
3.55,4.029999999999999,67.86133583000775,411.99157714843756,67.86133583000775,Eb minor
4.14,4.38,65.55089408241004,360.5196838378906,65.55089408241004,Eb minor
4.44,4.6499999999999995,66.09738627389515,372.0815994343831,66.09738627389515,Eb minor
4.78,5.31,63.43218099564088,318.9916381835936,63.43218099564088,Eb minor
5.72,6.01,66.05937533820716,371.26555409634244,66.05937533820716,Eb minor
6.0,6.24,65.61785363114426,361.9167785644532,65.61785363114426,Eb minor
6.32,6.95,65.84449151247614,366.68582153320307,65.84449151247614,Eb minor
6.96,7.21,65.57866048744707,361.09836743093973,65.57866048744707,Eb minor
7.31,7.8,69.95521350774376,464.9593687432236,69.95521350774376,Eb minor
7.9,8.23,69.6328987682858,456.38301097491006,69.6328987682858,Eb minor
8.23,8.51,69.03626671143591,440.92269897460943,69.03626671143591,Eb minor
8.55,9.11,67.52003322794522,403.948944091797,67.52003322794522,Eb minor
9.51,9.73,67.00638947790117,392.14013671875006,67.00638947790117,Eb minor
9.82,10.06,67.28055993572484,398.39978027343767,67.28055993572484,Eb minor
10.17,10.72,66.83546523510982,388.28759765625017,66.83546523510982,Eb minor
10.81,11.11,68.55780723803947,428.90380859375017,68.55780723803947,Eb minor
11.12,11.65,69.11893323448238,443.03314201658804,69.11893323448238,Eb minor
11.73,12.04,66.44823435374155,379.69904926215986,66.44823435374155,Eb minor
12.12,12.39,66.34092469486234,377.35278320312517,66.34092469486234,Eb minor
12.42,12.91,64.81273613064772,345.47106153176316,64.81273613064772,Eb minor
13.33,13.92,64.07881065666402,331.13153518904267,64.07881065666402,Eb minor
13.93,14.459999999999999,67.7744662906165,409.92947141715126,67.7744662906165,Eb minor
14.54,14.72,59.74630176224184,257.81961059570324,59.74630176224184,Eb minor
14.88,15.41,65.64086760238285,362.39820861248165,65.64086760238285,Eb minor
15.5,15.81,63.278432911896004,316.17126742469225,63.278432911896004,Eb minor
15.81,16.08,63.44610282388731,319.2482604980469,63.44610282388731,Eb minor
16.11,16.659999999999997,60.57819316965312,270.5108175977188,60.57819316965312,Eb minor
17.13,17.35,62.93509523466591,309.9627380371094,62.93509523466591,Eb minor
17.42,17.64,63.0518422908561,312.06005859374994,63.0518422908561,Eb minor
17.75,18.33,63.298480155610896,316.53759765625006,63.298480155610896,Eb minor
18.35,18.630000000000003,60.381078324547765,267.44830322265625,60.381078324547765,Eb minor
18.72,19.28,64.65931476963597,342.42303466796875,64.65931476963597,Eb minor
19.35,19.67,63.01868959232675,311.4630432128906,63.01868959232675,Eb minor
19.68,19.97,62.88061055174067,308.9887695312499,62.88061055174067,Eb minor
20.01,20.58,59.70420459801569,257.19345092773443,59.70420459801569,Eb minor
21.05,21.270000000000003,63.32141331975416,316.95718383789045,63.32141331975416,Eb minor
21.35,21.64,62.503924383287384,302.3383291093138,62.503924383287384,Eb minor
21.65,22.54,62.70707243471619,305.9069519042969,62.70707243471619,Eb minor
22.64,23.25,67.2676826275969,398.1035517431607,67.2676826275969,Eb minor
23.25,23.439999999999998,66.09186774990242,371.96301269531256,66.09186774990242,Eb minor
23.55,23.78,66.25615862299016,375.50967407226557,66.25615862299016,Eb minor
23.85,24.39,64.04079507404414,330.4052124023438,64.04079507404414,Eb minor
24.82,25.049999999999997,63.99543365719716,329.5406250544144,63.99543365719716,Eb minor
25.09,25.369999999999997,64.11153732454261,331.7580871582032,64.11153732454261,Eb minor
25.44,25.990000000000002,63.81146956272052,326.05740557698255,63.81146956272052,Eb minor
26.07,26.270000000000003,66.00989960162578,370.2060546874999,66.00989960162578,Eb minor
26.42,26.950000000000003,67.0804710632422,393.82174682617193,67.0804710632422,Eb minor
26.98,27.659999999999997,63.52001413153694,320.6141357421875,63.52001413153694,Eb minor
27.67,28.11,61.97906727066332,293.3099060058594,61.97906727066332,Eb minor
28.56,28.83,61.85542252449903,291.22254930538924,61.85542252449903,Eb minor
28.82,29.060000000000002,61.76883952734521,289.7697143554688,61.76883952734521,Eb minor
29.18,29.72,66.04313826260908,370.9175109863281,66.04313826260908,Eb minor
29.8,29.979999999999997,57.56442237030508,227.2907104492187,57.56442237030508,Eb minor
30.1,30.6,63.86243896465483,327.0187683105468,63.86243896465483,Eb minor
30.75,31.060000000000002,62.067299297770624,294.80857029834704,62.067299297770624,Eb minor
31.07,31.29,61.62170290324973,287.31741333007807,61.62170290324973,Eb minor
31.36,31.880000000000003,58.74990512686743,243.39996337890625,58.74990512686743,Eb minor
32.43,32.9,62.005505798035884,293.75817620227957,62.005505798035884,Eb minor
33.0,33.55,65.9372574552264,368.6559337776023,65.9372574552264,Eb minor
33.64,33.82,58.24403603582544,236.39068603515625,58.24403603582544,Eb minor
33.96,34.47,63.23576858525534,315.3930580008406,63.23576858525534,Eb minor
34.6,34.93,61.605915701784006,287.05552670945104,61.605915701784006,Eb minor
34.93,35.169999999999995,61.52127447374332,285.655517578125,61.52127447374332,Eb minor
35.22,35.78,58.41513112156631,238.73847961425778,58.41513112156631,Eb minor
36.04,36.339999999999996,58.09482280759861,234.36201477050778,58.09482280759861,Eb minor
36.48,36.739999999999995,52.44640900880916,169.1188659667969,52.44640900880916,Eb minor
