onset,offset,midi,hz,raw_midi,key
0.49,0.6999999999999997,65.09007463561122,351.04997129764666,65.09007463561122,F major
0.71,1.1499999999999997,65.84896758218524,366.7806396484376,65.84896758218524,F major
1.14,1.7299999999999998,66.09270859743371,371.9810791015626,66.09270859743371,F major
1.76,2.01,62.266655048206864,298.22298280940845,62.266655048206864,F major
2.15,2.44,67.95205836425208,414.1562194824219,67.95205836425208,F major
2.8,3.07,65.30350500738156,355.40458031257543,65.30350500738156,F major
3.13,3.3099999999999996,65.40917030959841,357.5804138183595,65.40917030959841,F major
3.54,4.01,61.98695544896623,293.44357990278627,61.98695544896623,F major
4.4,4.7299999999999995,65.11140554835524,351.4827742108777,65.11140554835524,F major
4.74,4.97,65.27524352643673,354.82487441565786,65.27524352643673,F major
5.09,5.39,64.83036349261525,345.82299804687494,64.83036349261525,F major
5.75,6.08,65.055044828436,350.34037457382243,65.055044828436,F major
6.1,6.6499999999999995,69.95362851790071,464.91680245109205,69.95362851790071,F major
6.74,7.05,68.49856031535398,427.438507080078,68.49856031535398,F major
7.06,7.66,67.4993361924546,403.46630859374983,67.4993361924546,F major
8.16,8.459999999999999,66.50142206300323,380.86737060546875,66.50142206300323,F major
8.48,8.77,67.08515779685838,393.9283752441406,67.08515779685838,F major
8.79,9.45,67.44878203230834,402.28985595703125,67.44878203230834,F major
9.43,9.68,69.06362948157368,441.6201440120159,69.06362948157368,F major
9.82,10.37,70.09149170585525,468.6338500976565,70.09149170585525,F major
10.41,10.7,66.79079056186548,387.2869092033475,66.79079056186548,F major
10.71,10.91,66.93343728568293,390.49118041992176,66.93343728568293,F major
11.07,11.4,65.3340255357549,356.0316880454175,65.3340255357549,F major
11.91,12.28,65.01864087544266,349.6044616699217,65.01864087544266,F major
12.27,12.459999999999999,65.63231921143603,362.2193098173724,65.63231921143603,F major
12.59,12.99,69.21449126947276,445.4852905273437,69.21449126947276,F major
13.2,13.52,62.94442143685544,310.1297607421876,62.94442143685544,F major
13.56,13.9,67.19771483187976,396.4978637695311,67.19771483187976,F major
14.11,14.34,63.85104967884883,326.8037029146631,63.85104967884883,F major
14.49,15.1,60.51809121700119,269.5733337402344,60.51809121700119,F major
15.52,15.86,64.46398519180637,338.581298828125,64.46398519180637,F major
15.88,16.119999999999997,64.47059545014733,338.7106018066406,64.47059545014733,F major
16.23,16.82,64.67029194173011,342.6402224312484,64.67029194173011,F major
16.86,17.060000000000002,60.87628661749662,275.2089538574219,60.87628661749662,F major
17.21,17.799999999999997,65.61060870830124,361.7653541761423,65.61060870830124,F major
17.81,18.049999999999997,64.60394665488387,341.32965087890625,64.60394665488387,F major
18.09,18.240000000000002,64.72054400199058,343.636239750149,64.72054400199058,F major
18.43,18.740000000000002,61.07478802216217,278.38262939453125,61.07478802216217,F major
19.32,19.490000000000002,64.29940794423449,335.3778755058917,64.29940794423449,F major
19.62,20.4,64.2230407103446,333.9017333984375,64.2230407103446,F major
20.51,20.759999999999998,64.41478849810748,337.62051391601574,64.41478849810748,F major
20.79,21.42,68.69883122304472,432.4118697284064,68.69883122304472,F major
21.44,21.700000000000003,67.80303299927566,410.6064453124999,67.80303299927566,F major
21.78,22.450000000000003,66.438749822593,379.4910888671875,66.438749822593,F major
22.83,23.08,66.83201967961554,388.21032714843756,66.83201967961554,F major
23.17,23.479999999999997,66.29727403610893,376.4025390999475,66.29727403610893,F major
23.49,24.07,66.6724266074316,384.64807128906244,66.6724266074316,F major
24.08,24.310000000000002,68.22330417787543,420.69622481401063,68.22330417787543,F major
24.42,24.93,69.42210633783647,450.8598534932048,69.42210633783647,F major
25.03,25.28,65.83172058003933,366.4154252204654,65.83172058003933,F major
25.4,25.6,66.27261656312085,375.86682128906244,66.27261656312085,F major
25.72,26.130000000000003,65.06199042581692,350.48095703124994,65.06199042581692,F major
26.56,26.85,63.27072122325838,316.0304620028162,63.27072122325838,F major
26.86,27.14,64.7772447542115,344.7635498046874,64.7772447542115,F major
27.19,27.490000000000002,68.6683392754222,431.6509399414064,68.6683392754222,F major
27.73,28.049999999999997,62.231702156843525,297.6214904785156,62.231702156843525,F major
28.08,28.46,67.22143959945642,397.04159545898455,67.22143959945642,F major
28.58,28.89,64.07577173243843,331.07341506768876,64.07577173243843,F major
28.92,29.14,64.18571056997946,333.1825256347656,64.18571056997946,F major
29.24,29.619999999999997,61.466068467431,284.74606323242193,61.466068467431,F major
