onset,offset,midi,hz,raw_midi,key
0.57,1.88,53.23059001518817,176.95542907714847,53.23059001518817,F minor
2.35,2.94,54.32729485741953,188.52790696976277,54.32729485741953,F minor
2.95,3.46,53.465300757143304,179.3708251514874,53.465300757143304,F minor
3.46,3.88,52.497842931732734,169.62205505371088,52.497842931732734,F minor
3.95,4.42,53.241450393666035,177.0664715935177,53.241450393666035,F minor
4.43,6.13,54.31123398290782,188.35308837890622,54.31123398290782,F minor
6.2,6.8999999999999995,55.11093494314741,197.25767517089847,55.11093494314741,F minor
6.9,7.72,56.04729078901342,208.22035217285156,56.04729078901342,F minor
8.87,9.34,57.84279688543152,230.97498241641657,57.84279688543152,F minor
9.35,9.629999999999999,59.52369138125633,254.5256652832031,59.52369138125633,F minor
9.65,9.879999999999999,61.07949584753787,278.45834157332683,61.07949584753787,F minor
9.9,10.379999999999999,63.02782168871715,311.6273803710938,63.02782168871715,F minor
10.41,10.83,61.29191355603574,281.89599609375006,61.29191355603574,F minor
10.84,11.17,60.05093236240571,262.3963928222656,60.05093236240571,F minor
11.22,11.56,57.667872414460376,228.65295410156256,57.667872414460376,F minor
11.62,13.36,55.85161392540643,205.88014221191403,55.85161392540643,F minor
13.8,14.04,47.8049556554417,129.34729003906247,47.8049556554417,F minor
14.03,14.29,48.683965925262896,136.08430480957034,48.683965925262896,F minor
14.32,14.69,50.9197223666384,154.84381103515634,50.9197223666384,F minor
14.7,16.28,52.83017405071567,172.90960693359378,52.83017405071567,F minor
16.29,16.71,52.89427333947466,173.55099487304688,52.89427333947466,F minor
16.74,17.04,58.28891340115487,237.00425720214844,58.28891340115487,F minor
17.03,17.67,58.03994315471414,233.62026977539054,58.03994315471414,F minor
17.74,18.089999999999996,55.47295235534972,201.42594909667966,55.47295235534972,F minor
18.34,19.53,48.49859317959251,134.63494873046875,48.49859317959251,F minor
19.9,20.36,48.98623180857992,138.48114013671884,48.98623180857992,F minor
20.41,21.11,55.81795752701019,205.48028564453122,55.81795752701019,F minor
21.79,21.990000000000002,54.22836133151468,187.45361328124994,54.22836133151468,F minor
22.01,23.520000000000003,53.04495696722422,175.06814575195315,53.04495696722422,F minor
23.53,24.0,54.19897788737819,187.13572667578336,54.19897788737819,F minor
24.01,24.47,53.04980296794816,175.1171569824219,53.04980296794816,F minor
24.51,24.86,51.036962526537714,155.89598083496094,51.036962526537714,F minor
24.9,25.259999999999998,48.78674706174556,136.89462280273435,48.78674706174556,F minor
25.29,26.939999999999998,50.94061692582315,155.03080749511724,50.94061692582315,F minor
