onset,offset,midi,hz,raw_midi,key
0.06,0.2299999999999998,62.50510538276147,302.35895448847674,62.50510538276147,A minor
0.32,0.5499999999999998,50.02650175094077,147.0573272705078,50.02650175094077,A minor
0.74,2.0599999999999996,47.81911930426043,129.45315551757812,47.81911930426043,A minor
2.29,2.61,52.64999766629536,171.11940002441412,52.64999766629536,A minor
2.62,2.8699999999999997,53.97767795258185,184.7588348388672,53.97767795258185,A minor
2.95,3.17,55.93525971989341,206.8772735595703,55.93525971989341,A minor
3.19,3.46,57.20459748095239,222.61538696289065,57.20459748095239,A minor
3.56,3.76,59.194908615347,249.73751831054688,59.194908615347,A minor
3.86,4.16,60.41985048925343,268.0479431152344,60.41985048925343,A minor
4.18,4.63,59.216159957040375,250.04426574707037,59.216159957040375,A minor
4.64,4.8999999999999995,57.48011923968428,226.18659973144534,57.48011923968428,A minor
4.9,5.88,57.45358738658695,225.84022521972665,57.45358738658695,A minor
6.34,6.6499999999999995,57.373266295178496,224.79486000854163,57.373266295178496,A minor
6.64,6.81,57.65628538623139,228.4999694824219,57.65628538623139,A minor
6.85,7.12,55.641975818986715,203.4021377563063,55.641975818986715,A minor
7.14,7.37,53.8336408622383,183.22803510917694,53.8336408622383,A minor
7.41,7.609999999999999,52.41811664715894,168.8427124023437,52.41811664715894,A minor
7.64,7.96,50.767436164445776,153.4877166748047,50.767436164445776,A minor
7.97,8.44,53.63597939208977,181.14794921875003,53.63597939208977,A minor
8.49,8.799999999999999,52.272584085441856,167.4293205438832,52.272584085441856,A minor
8.81,9.57,52.5195811516346,169.83517456054685,52.5195811516346,A minor
9.64,10.15,50.528527119080195,151.38414524705865,50.528527119080195,A minor
10.21,10.69,48.76890359569136,136.7536010742188,48.76890359569136,A minor
10.75,11.03,52.98209417428055,174.4336090087891,52.98209417428055,A minor
11.07,12.01,50.619784658561045,152.18423461914065,50.619784658561045,A minor
12.12,12.43,45.14898550694669,110.9507163791889,45.14898550694669,A minor
12.42,12.65,49.12204318649658,139.57176548011745,49.12204318649658,A minor
12.64,13.0,48.54555083012387,135.0006256103516,48.54555083012387,A minor
13.05,13.32,52.433332385239765,168.99117273279185,52.433332385239765,A minor
13.33,14.32,52.509784193645764,169.7390929606613,52.509784193645764,A minor
14.61,14.84,62.425483753701336,300.9715605131472,62.425483753701336,A minor
