onset,offset,midi,hz,raw_midi,key
0.63,1.0599999999999998,64.71047963979315,343.4365281917512,64.71047963979315,F minor
1.1,1.3099999999999998,64.67422527918703,342.71807861328114,64.67422527918703,F minor
1.3,1.63,64.47184704535417,338.7350897659825,64.47184704535417,F minor
1.64,1.8199999999999998,64.61078994156769,341.4645996093749,64.61078994156769,F minor
1.9,2.15,63.22267447339736,315.15460205078125,63.22267447339736,F minor
2.24,2.5799999999999996,64.6887409682487,343.00555419921864,64.6887409682487,F minor
2.58,2.75,65.94971486824727,368.9213023993187,65.94971486824727,F minor
2.9,3.82,59.81540700931134,258.8507995605468,59.81540700931134,F minor
4.34,4.819999999999999,66.30161015319682,376.49682617187483,66.30161015319682,F minor
4.83,5.3,66.41445122570667,378.9588307984131,66.41445122570667,F minor
5.31,5.54,66.34478794517946,377.43699890621184,66.34478794517946,F minor
5.63,5.89,64.90170425394136,347.25100708007807,64.90170425394136,F minor
5.95,6.2,66.29854509870938,376.4301753836684,66.29854509870938,F minor
6.28,6.52,67.6607031767631,407.24456787109375,67.6607031767631,F minor
6.57,7.3999999999999995,63.66299610891717,323.2730407714843,63.66299610891717,F minor
7.98,8.49,69.78214752805816,460.33447265625006,69.78214752805816,F minor
8.5,9.01,69.45924066183261,451.8279689606782,69.45924066183261,F minor
9.01,9.29,69.27358190644603,447.00842285156267,69.27358190644603,F minor
9.31,9.61,68.23591345893838,421.00274658203136,68.23591345893838,F minor
9.61,9.93,67.08722309807519,393.97537231445307,67.08722309807519,F minor
9.94,10.49,68.19757220143372,420.07139281747646,68.19757220143372,F minor
10.56,10.75,62.85407112606559,308.5154596286031,62.85407112606559,F minor
10.91,11.17,68.03112658372241,416.05206298828114,68.03112658372241,F minor
11.18,11.459999999999999,66.78443578832595,387.1447753906251,66.78443578832595,F minor
11.47,11.67,65.48902730930692,359.2336425781251,65.48902730930692,F minor
11.81,12.129999999999999,66.8324388438555,388.2197265625001,66.8324388438555,F minor
12.48,12.709999999999999,60.833342221153295,274.5271260015934,60.833342221153295,F minor
12.8,13.42,61.8481415963543,291.10009765625,61.8481415963543,F minor
13.44,13.73,66.56209135395804,382.2044219778806,66.56209135395804,F minor
13.73,14.57,68.08419796955476,417.32943725585955,68.08419796955476,F minor
15.23,15.67,68.90235379306012,437.52526855468756,68.90235379306012,F minor
15.68,16.1,69.03749246637526,440.95391845703114,69.03749246637526,F minor
16.11,16.36,69.0366213864995,440.93173217773426,69.0366213864995,F minor
16.37,16.700000000000003,68.07809912151257,417.18244496705853,68.07809912151257,F minor
16.7,16.97,66.45769000501608,379.90648987105834,66.45769000501608,F minor
17.0,17.46,67.72696578449269,408.80627441406256,67.72696578449269,F minor
17.53,17.71,62.29939381827943,298.78747558593756,62.29939381827943,F minor
17.89,18.42,67.03634646052333,392.8192768285458,67.03634646052333,F minor
18.46,18.68,64.16687319616805,332.82019042968756,64.16687319616805,F minor
18.79,19.08,66.20686427120401,374.44198608398426,66.20686427120401,F minor
19.42,19.61,60.03103778718689,262.0950316933648,60.03103778718689,F minor
19.73,20.310000000000002,67.84256697154166,411.54516601562506,67.84256697154166,F minor
20.35,20.67,66.25493029493734,375.48303222656256,66.25493029493734,F minor
20.68,21.130000000000003,64.91110132191011,347.4395446777344,64.91110132191011,F minor
21.63,21.86,65.38830464328748,357.1497002973811,65.38830464328748,F minor
21.94,22.15,63.83504746954682,326.5017700195312,63.83504746954682,F minor
22.23,22.509999999999998,65.57488185122448,361.0195617675781,65.57488185122448,F minor
22.6,22.97,66.88150700525975,389.32161392641945,66.88150700525975,F minor
23.06,23.21,66.34898476251665,377.52850739727995,66.34898476251665,F minor
23.2,23.43,60.56973021164568,270.3786135074219,60.56973021164568,F minor
23.5,23.729999999999997,66.79242375792717,387.32344645207894,66.79242375792717,F minor
23.78,23.990000000000002,65.22043682033706,353.70336036282356,65.22043682033706,F minor
24.09,24.29,66.6926196452868,385.0969848632812,66.6926196452868,F minor
24.41,25.020000000000003,67.98456658744401,414.93463134765636,67.98456658744401,F minor
25.01,25.57,64.22143302501317,333.8707275390624,64.22143302501317,F minor
25.58,25.79,62.76137082117392,306.8679039684751,62.76137082117392,F minor
