onset,offset,midi,hz,raw_midi,key
0.16,0.3499999999999998,49.378597615777565,141.65550399291234,49.378597615777565,C# major
1.56,2.19,65.30597877992699,355.4553679522253,65.30597877992699,C# major
2.2,2.51,65.65575058328314,362.709887131073,65.65575058328314,C# major
2.52,3.07,64.22327344690922,333.90622220021123,64.22327344690922,C# major
3.19,3.48,65.87642157801506,367.36274364444154,65.87642157801506,C# major
3.48,3.6999999999999997,67.39185379576267,400.9691772460937,67.39185379576267,C# major
3.81,4.319999999999999,61.52706491268898,285.7510764358868,61.52706491268898,C# major
4.88,5.3,66.72988261548518,385.92675781250006,66.72988261548518,C# major
5.38,5.67,67.4065907082157,401.31064253668865,67.4065907082157,C# major
5.86,6.029999999999999,67.55104616953764,404.67321777343767,67.55104616953764,C# major
6.19,6.34,65.99737703581789,369.93836971264705,65.99737703581789,C# major
6.49,6.6899999999999995,67.64122058846846,406.7865295410155,67.64122058846846,C# major
6.81,7.05,69.68876862309881,457.85821533203114,69.68876862309881,C# major
7.1,7.7,65.25234039559544,354.3557739257813,65.25234039559544,C# major
8.15,8.51,69.6091582423919,455.7575988769532,69.6091582423919,C# major
8.55,8.9,69.60708422624243,455.70300244599963,69.60708422624243,C# major
9.07,9.36,69.54436443768262,454.05505165575994,69.54436443768262,C# major
9.38,9.74,67.98914472065397,415.0443725585937,67.98914472065397,C# major
9.98,10.549999999999999,67.8338466710786,411.33792114257824,67.8338466710786,C# major
10.61,10.81,63.63299184240237,322.7132568359375,63.63299184240237,C# major
10.93,11.11,68.11110317967427,417.97851562500017,68.11110317967427,C# major
11.23,11.4,66.13538483086,372.8991718164876,66.13538483086,C# major
11.57,11.879999999999999,64.32213019182763,335.81834409834806,64.32213019182763,C# major
11.89,12.09,66.21574412183202,374.63409423828114,66.21574412183202,C# major
12.52,12.73,62.25676962871204,298.0527448353641,62.25676962871204,C# major
12.83,13.299999999999999,67.93040937701248,413.6386430723802,67.93040937701248,C# major
13.42,13.62,65.57754657156698,361.0751342773438,65.57754657156698,C# major
