onset,offset,midi,hz,raw_midi,key
1.25,1.5899999999999999,56.02296068449432,207.92793273925787,56.02296068449432,C# major
1.81,3.2399999999999998,56.12136898527497,209.11322021484375,56.12136898527497,C# major
3.81,4.05,53.08941775101243,175.51832580566406,53.08941775101243,C# major
4.23,4.49,56.63720637845593,215.43769836425784,56.63720637845593,C# major
4.9,7.6499999999999995,61.28332382108252,281.7561645507813,61.28332382108252,C# major
8.38,8.74,60.50196763866983,269.32238769531244,60.50196763866983,C# major
9.07,10.54,56.10426477743261,208.90672302246094,56.10426477743261,C# major
10.74,11.53,58.072248957433445,234.056625366211,58.072248957433445,C# major
12.11,12.56,60.20107765415774,264.68198328190863,60.20107765415774,C# major
12.68,15.26,56.35287639159082,211.92834472656247,56.35287639159082,C# major
15.85,16.15,55.76833046137221,204.89210510253903,55.76833046137221,C# major
16.37,17.839999999999996,56.31313277556178,211.4423828125,56.31313277556178,C# major
18.35,19.11,53.55926428754205,180.34701538085935,53.55926428754205,C# major
19.32,20.04,64.6465192510489,342.17004394531244,64.6465192510489,C# major
20.51,22.299999999999997,61.21114025417231,280.5838317871093,61.21114025417231,C# major
23.12,23.479999999999997,60.19484226745928,264.58666992187494,60.19484226745928,C# major
23.68,24.39,57.89523685123183,231.6756781507852,57.89523685123183,C# major
24.55,25.07,56.17969283383161,209.8188934326172,56.17969283383161,C# major
25.24,26.32,57.01446061426462,220.18383789062497,57.01446061426462,C# major
26.98,27.759999999999998,54.07800918905974,185.83268737792966,54.07800918905974,C# major
29.8,30.240000000000002,57.74559455729468,229.68177795410156,57.74559455729468,C# major
30.27,30.450000000000003,60.59038302180274,270.70135498046875,60.59038302180274,C# major
30.46,30.869999999999997,62.213313759489665,297.30553800595055,62.213313759489665,C# major
31.05,32.22,61.89938976783945,291.96309190365434,61.89938976783945,C# major
33.29,35.6,63.748281981952616,324.8695115567385,63.748281981952616,C# major
