onset,offset,midi,hz,raw_midi,key
0.8,1.1399999999999997,63.13525695788084,313.5672607421875,63.13525695788084,C# major
1.13,1.4499999999999997,62.82604476481799,308.0164184570312,62.82604476481799,C# major
1.54,1.6499999999999997,62.06799940663238,294.82049256074197,62.06799940663238,C# major
1.93,2.0399999999999996,68.2396812962848,421.0943830942548,68.2396812962848,C# major
2.35,3.5199999999999996,66.70776474552717,385.43402099609375,66.70776474552717,C# major
3.51,3.75,64.91414081578314,347.50054931640625,64.91414081578314,C# major
3.91,4.14,64.6939955553695,343.10967796678756,64.6939955553695,C# major
4.31,4.95,62.46377601196126,301.6380004882813,62.46377601196126,C# major
4.96,5.109999999999999,62.83611454030803,308.195629257649,62.83611454030803,C# major
5.52,5.779999999999999,62.6301045393518,304.5499572753907,62.6301045393518,C# major
5.89,6.17,62.84806851336781,308.4085083007812,62.84806851336781,C# major
6.29,6.59,63.15229811067983,313.8760681152344,63.15229811067983,C# major
6.75,7.3999999999999995,61.65314974665076,287.8397827148438,61.65314974665076,C# major
7.41,7.819999999999999,62.03219049887185,294.2113150160626,62.03219049887185,C# major
7.9,8.19,62.46208581355232,301.60855310175333,62.46208581355232,C# major
8.29,8.62,59.780545261505395,258.330077846593,59.780545261505395,C# major
8.63,8.92,61.8370484932248,290.9136313000494,61.8370484932248,C# major
9.06,9.78,62.90655377337863,309.4521484375,62.90655377337863,C# major
10.15,10.49,63.65809900191689,323.1816101074219,63.65809900191689,C# major
10.51,10.77,62.707901420996,305.9216003417968,62.707901420996,C# major
10.8,11.07,62.55628175738681,303.2540690577282,62.55628175738681,C# major
11.33,11.44,66.41909945448316,379.06059195759093,66.41909945448316,C# major
11.75,12.23,66.23511304739911,375.05346679687517,66.23511304739911,C# major
12.22,12.47,66.1055120285598,372.2562813873919,66.1055120285598,C# major
12.46,12.85,64.36559404348986,336.6624989447493,64.36559404348986,C# major
12.84,13.08,64.59491872647334,341.1517028808593,64.59491872647334,C# major
13.25,13.45,64.25334516493352,334.4867248535156,64.25334516493352,C# major
13.65,14.19,62.354919651718376,299.74731445312494,62.354919651718376,C# major
14.82,15.48,63.004068211139696,311.2001037597657,63.004068211139696,C# major
15.62,15.959999999999999,62.40679586362782,300.6468505859375,62.40679586362782,C# major
15.98,16.630000000000003,61.10517830317348,278.8717346191406,61.10517830317348,C# major
16.67,17.200000000000003,61.21858953129506,280.70458937424104,61.21858953129506,C# major
17.21,17.380000000000003,60.759345141985364,273.356235595902,60.759345141985364,C# major
17.44,17.740000000000002,59.09359871382248,248.2803497314453,59.09359871382248,C# major
17.77,17.880000000000003,60.26792896417921,265.7060241699219,60.26792896417921,C# major
18.13,18.42,62.50656783091283,302.384497133702,62.50656783091283,C# major
20.97,21.22,68.12274162073578,418.25960146887803,68.12274162073578,C# major
21.25,21.53,68.97272266164286,439.3072814941407,68.97272266164286,C# major
21.72,22.049999999999997,68.66772727624301,431.63568115234375,68.66772727624301,C# major
22.08,22.659999999999997,66.60677604000303,383.1921997070312,66.60677604000303,C# major
23.07,23.75,65.67524581888156,363.1185607910156,65.67524581888156,C# major
23.98,24.229999999999997,63.41133444915416,318.6077575683594,63.41133444915416,C# major
24.38,24.880000000000003,61.2289759623442,280.87304687500006,61.2289759623442,C# major
24.87,25.15,61.64431505373198,287.6929321289062,61.64431505373198,C# major
