onset,offset,midi,hz,raw_midi,key
0.44,0.7999999999999998,56.86924512833132,218.34466552734386,56.86924512833132,A minor
0.81,1.1599999999999997,56.923050783920345,219.02432250976562,56.923050783920345,A minor
1.17,1.5199999999999998,56.89302755638981,218.64481758696076,56.89302755638981,A minor
1.52,1.9099999999999997,58.61725037846913,241.54205322265628,58.61725037846913,A minor
1.92,2.28,58.84481674030023,244.7380218505859,58.84481674030023,A minor
2.29,2.67,59.00390091500812,246.997299194336,59.00390091500812,A minor
2.67,3.7699999999999996,59.7177550599121,257.39483642578125,59.7177550599121,A minor
3.82,4.779999999999999,57.05967524969271,220.7596435546875,57.05967524969271,A minor
4.78,6.529999999999999,59.80660978574133,258.71929857225155,59.80660978574133,A minor
6.52,6.88,57.16868086315117,222.15402221679693,57.16868086315117,A minor
6.87,8.03,59.13935848773141,248.93746948242173,59.13935848773141,A minor
8.94,9.27,57.52069254501892,226.71731365670337,57.52069254501892,A minor
9.28,9.62,57.19988229981498,222.5547637939453,57.19988229981498,A minor
9.62,10.0,57.0679957403472,220.86576843261713,57.0679957403472,A minor
10.0,10.72,59.06827876033512,247.9174957275391,59.06827876033512,A minor
10.73,11.1,59.034583534877854,247.43544006347653,59.034583534877854,A minor
11.11,12.23,60.02260163522234,261.96734619140614,60.02260163522234,A minor
12.28,12.95,57.43163106380521,225.5539855957031,57.43163106380521,A minor
13.41,13.78,57.190961960863184,222.4401199908878,57.190961960863184,A minor
13.79,14.11,57.0616734893665,220.78512573242193,57.0616734893665,A minor
14.11,14.459999999999999,57.24220882956621,223.0995483398437,57.24220882956621,A minor
14.47,14.76,56.21496974977912,210.2468719482422,56.21496974977912,A minor
14.77,15.14,54.23052436522089,187.477035522461,54.23052436522089,A minor
15.16,15.51,56.32966761748739,211.64442577060595,56.32966761748739,A minor
15.51,16.729999999999997,57.25005979749192,223.20074462890622,57.25005979749192,A minor
