onset,offset,midi,hz
0.2,0.9399999999999998,62.09634081509631,295.30352783203125
1.0,1.2299999999999998,59.820960951259,258.93385435854316
1.29,1.5399999999999998,57.69849572408821,229.05776977539065
1.57,1.7999999999999998,59.78569274239331,258.4068985887715
1.84,2.2899999999999996,61.901905762621396,292.00552585397156
2.37,2.5799999999999996,59.77897781489448,258.3066898895878
2.63,2.9,57.828457897235864,230.78375602721627
2.94,3.17,58.03362515472611,233.53502748445567
3.21,3.4499999999999997,55.13956856097944,197.58419799804688
3.49,4.09,53.06671109932796,175.28826904296872
4.54,4.77,50.69750340501575,152.86895751641197
4.83,5.05,52.932324055418064,173.932861328125
5.1,5.319999999999999,50.9849702128477,155.4284973144531
5.36,5.59,52.78180490433105,172.4271870354045
5.65,5.859999999999999,54.746318404368544,193.14665922583671
5.91,6.14,58.64511195190891,241.93109130859375
6.2,6.72,54.86089377342315,194.42916870117188
6.76,6.9799999999999995,54.872697961421416,194.56178283691406
7.01,7.22,57.79459503591211,230.3327852148008
7.27,7.52,54.90344258600724,194.9076080322266
7.57,7.81,57.83862366453667,230.91931152343747
7.85,8.62,59.882406725500985,259.85450743580174
8.67,8.92,60.00203033989027,261.656249769355
8.97,9.28,58.26620299171864,236.69355773925778
