onset,offset,midi,hz
1.28,2.0999999999999996,53.21091819906137,176.7544708251953
2.15,2.53,54.05121835808997,185.54533386230463
2.59,3.0599999999999996,56.281024732016434,211.05059814453116
3.42,4.109999999999999,63.05655677011246,312.14505004882807
4.19,4.89,60.95309960882814,276.43273925781244
4.94,5.33,60.016233487282314,261.8710021972656
5.34,5.68,61.058933650388596,278.12780761718756
5.77,6.14,60.05160283929591,262.40655517578125
6.61,7.3,52.87865086897628,173.39445495605472
7.75,8.66,57.883885207028165,231.52381896972656
8.76,9.16,58.103039039149884,234.4732666015625
9.25,9.72,55.84856757042971,205.84391783090706
10.15,10.79,49.795125814180345,145.1050109863281
10.88,11.2,53.637108067949406,181.15975952148438
11.24,11.57,52.89065247318478,173.51470057554505
11.64,11.95,51.09631569318139,156.43136768854976
12.08,12.36,49.371352843262905,141.5962371826172
12.49,12.64,49.720513622979006,144.48098754882815
