onset,offset,midi,hz
0.18,0.6999999999999997,45.05252756116681,110.33425903320311
0.69,0.9699999999999998,43.45676510736984,100.6188507080078
0.96,1.1799999999999997,43.08117536151812,98.45944213867188
1.25,1.7299999999999998,41.64105639622838,90.60054016113283
1.8,2.4299999999999997,45.90072056771956,115.87453674101837
2.42,2.9,42.4487096008381,94.92736816406246
2.99,3.2199999999999998,41.26260719102602,88.64149526109338
3.31,3.46,40.352816789946765,84.10352979430228
4.59,4.72,41.159651611705584,88.11591329907625
4.78,5.17,40.863555608687975,86.62166595458984
5.26,5.76,41.23991473989906,88.52538299560547
5.86,6.35,41.555892078326565,90.15594482421876
6.45,6.6,40.86424747916877,86.62512777254912
6.69,7.63,42.330992354490164,94.28408813476561
9.14,9.73,45.11192215312862,110.71344014468514
9.81,10.12,43.43921062091634,100.51687622070311
10.11,10.33,42.53586330758563,95.40645599365237
10.38,10.89,41.284519873523166,88.75376215635868
10.98,11.59,45.46600165190654,113.00111396058496
11.58,12.03,42.08606024183693,92.95956420898436
12.15,12.35,40.62004001796953,85.41177368164062
12.46,12.74,40.14692192258169,83.10921478271483
13.4,13.52,40.9243152071663,86.92620849609375
13.6,13.75,40.47302081473052,84.68951416015626
13.87,14.33,40.436562422444126,84.51135253906249
14.42,15.02,44.561168538397865,107.24677276611324
15.01,15.41,40.64865918443028,85.55308532714844
15.56,15.74,40.72399788685185,85.92620086669922
15.83,16.32,40.60585752660695,85.34183191373363
16.44,16.68,52.19819194643371,166.71141052246097
