onset,offset,midi,hz
0.28,0.5299999999999998,59.187652894790745,249.6328735351562
0.58,1.0499999999999998,56.83308839058617,217.88912962789848
1.15,1.38,52.149885650569644,166.24688720703128
1.43,1.7099999999999997,58.24255976231309,236.37052917480474
1.76,2.2899999999999996,56.73921475016198,216.71085501077658
2.38,2.65,51.72168221426948,162.18537244680823
2.68,2.96,55.50299841815245,201.77583312988287
3.0,3.26,56.70545694221411,216.2886962890625
3.3,3.5799999999999996,57.076326579646924,220.97207641601557
3.63,3.92,53.99909193473192,184.98750815382638
3.96,4.569999999999999,51.83884950758914,163.28674118047522
5.17,5.4399999999999995,58.20948604767118,235.91939498421021
5.48,6.02,56.6434416058903,215.51530456542963
6.11,6.38,51.78891604845708,162.8164567199352
6.44,6.68,59.09657547421334,248.32304382324224
6.75,7.279999999999999,56.72186906143854,216.4938354492187
7.37,7.64,51.8777964831211,163.65449523925778
7.68,7.96,54.88097822743725,194.65486145019534
8.0,8.26,56.43731762605646,212.96455383300778
8.3,8.57,56.58348468925962,214.77021273004368
8.61,8.91,53.25226584737584,177.17712402343747
8.96,9.69,51.803334852492206,162.95211697210843
