onset,offset,midi,hz
0.28,0.9499999999999997,62.24241353316172,297.80568984770355
1.04,1.4599999999999997,65.80173120569658,365.78124999999994
1.51,1.63,67.48551829384988,403.1444091796875
1.68,2.5999999999999996,69.08422921925282,442.1459350585936
2.67,2.7899999999999996,69.06694916952239,441.7048339843751
2.84,2.9699999999999998,69.20844967277384,445.32985383801133
3.02,3.3,71.22091449512847,500.22589111328136
3.36,3.63,74.01552809026809,587.8565701408304
3.67,3.9699999999999998,73.11779127332913,558.1499633789064
4.02,4.319999999999999,71.11037699490952,497.04217529296886
4.38,5.01,69.11617508011472,442.962564819799
5.43,5.6899999999999995,73.82198663942775,581.3212890625001
5.74,6.2,73.2666195673636,562.9688720703126
6.24,6.359999999999999,74.2676529583481,596.4803466796877
6.42,6.7,76.7751436465089,689.4434204101562
6.74,7.02,73.74491436048241,578.7390747070311
7.08,7.42,73.98434779259169,586.7987670898436
7.46,7.7299999999999995,70.89564023533329,490.915100097656
7.79,8.07,68.81235269420536,435.25662231445324
8.13,8.41,71.19116052348794,499.3669128417968
8.52,9.14,65.84974540996556,366.7971191406249
9.22,9.81,64.11255251002937,331.7775418281442
9.9,10.5,62.0907560999018,295.2082824707032
11.04,11.27,68.81291569106385,435.27077707854505
11.34,11.57,66.32019208901748,376.90115022928444
11.63,11.9,69.20393395419771,445.21370997827887
12.24,12.47,68.71279118538615,432.76068956875986
12.54,12.75,66.09579892936097,372.0474853515625
12.87,13.11,69.17594241792727,444.49444580078136
13.53,13.66,68.81296158033774,435.271930838569
13.7,13.83,69.32791063770497,448.41340596185404
13.89,14.14,71.5057351701044,508.5236206054685
14.2,14.5,73.75018464082893,578.9152832031248
14.54,14.83,72.98161745828452,553.7769397581769
14.89,15.17,71.22621361656816,500.3790283203126
15.25,15.879999999999999,68.88952462512042,437.20116414491963
16.33,16.57,74.11436566442408,591.2222900390623
16.61,17.07,73.22038692890553,561.4674682617186
17.12,17.57,76.03455526436568,660.5722947668189
17.62,17.9,73.09872433313834,557.5355834960936
17.98,18.299999999999997,73.89669220521199,583.8352050781249
18.36,18.619999999999997,70.22027297105373,472.13287353515636
18.69,18.939999999999998,68.65166068099464,431.23529052734364
19.02,19.29,70.92363231263651,491.7094957968038
19.39,19.950000000000003,66.00872075537627,370.18084716796875
20.06,20.659999999999997,64.08182731189692,331.1892395019531
20.76,21.11,62.16791096539191,296.52685546875006
