onset,offset,midi,hz
0.79,1.0899999999999999,55.910767712705656,206.58480834960935
1.18,1.5699999999999998,54.203298330471455,187.18243382966926
1.56,2.1799999999999997,54.48385009206766,190.24049377441406
2.25,2.46,50.95502040365177,155.15984330937363
2.58,2.9699999999999998,48.74346582812059,136.55281066894534
3.04,3.28,46.83370095430989,122.29046630859379
3.52,3.6599999999999997,44.90181522037436,109.37791442871095
3.79,3.9099999999999997,47.93431011225643,130.31736755371094
4.11,4.35,49.42846602897508,142.06413269042966
4.38,4.609999999999999,51.625883461271044,161.29038959994264
4.69,4.92,54.01718925366987,185.18098449707026
5.0,5.109999999999999,51.231901339174975,157.66130654309265
5.17,5.7,49.10831763036515,139.46115415629203
5.73,5.99,47.26088397264596,125.34552764892578
5.98,6.37,47.42126946905927,126.51215298916115
6.5,6.74,44.54803617789648,107.16545104980469
6.73,7.029999999999999,44.5369227508339,107.09667968750001
7.02,7.22,44.722887896814434,108.25328826904297
7.35,7.4799999999999995,46.68676704440497,121.25695037841798
7.57,7.81,45.02353553672599,110.14964294433594
7.86,8.25,46.59577723231375,120.62132263183591
8.82,9.16,44.669070869487726,107.91729531529059
