onset,offset,midi,hz
0.71,0.8799999999999998,72.47039860226735,537.6634521484375
1.01,1.2499999999999998,52.052404997961744,165.31343078613284
1.26,1.5099999999999998,55.06009333600621,196.67923312989538
1.58,1.8299999999999998,46.72699978656546,121.53907125470629
1.98,2.1399999999999997,44.217295288423145,105.13755798339844
2.34,3.0399999999999996,42.22586117606267,93.71327209472658
3.53,3.7699999999999996,44.843247614930036,109.0085144042969
3.9,4.609999999999999,47.19467696173133,124.86708831787107
5.01,5.3999999999999995,46.81060979417118,122.12746429443357
5.44,6.25,49.01207562552949,138.68801879882812
6.88,7.41,49.0482869362363,138.97840881347656
7.4,7.76,49.10248786236381,139.41419982910156
7.75,8.1,49.25155240890072,140.61978149414057
8.21,8.42,44.52861925594304,107.04532536565806
8.59,9.23,46.970514026116476,123.26071166992188
9.54,9.73,44.493482264205994,106.8282873289339
9.82,10.11,42.22611487233135,93.71464538574219
10.31,11.709999999999999,42.64638800868417,96.01749420166016
12.06,12.2,43.32019372954059,99.8282241821289
