onset,offset,midi,hz
0.29,0.5399999999999998,45.632044303830526,114.09012159527352
0.53,0.9099999999999998,47.673051115406864,128.3655242919922
0.93,1.5799999999999998,50.01567360444801,146.96537780761716
1.57,2.0599999999999996,50.01532848742908,146.9624481201172
2.08,2.4699999999999998,47.24656697769914,125.24191199670905
2.52,3.0199999999999996,44.33132248485566,105.83232879638668
3.24,3.6799999999999997,44.93567405324353,109.592041015625
3.69,4.109999999999999,47.7041018869496,128.59596252441403
4.15,4.99,50.04282281011271,147.19602966308588
4.98,5.29,49.84657052641319,145.53684097033283
5.27,5.77,47.65636985319216,128.2418975830078
5.77,6.55,51.984964257779666,164.6707000732422
6.79,6.9399999999999995,51.044669520949284,155.9653970371794
6.99,7.34,54.87212001312964,194.555287772126
7.37,7.79,57.0944081720104,221.2029876708984
7.78,8.129999999999999,57.08891502170428,221.13281180377012
8.15,8.49,56.95524301648315,219.4319763183594
8.5,8.9,55.06632537172766,196.75004577636716
8.94,9.69,50.19659204805066,148.50925700164183
9.71,10.12,50.18992365875603,148.4520650327871
10.12,11.549999999999999,52.05503185585859,165.3385162353516
12.81,12.99,47.342993039914596,125.9414291381836
12.98,13.15,50.65011715539661,152.45110633867446
13.17,13.34,48.662910762349725,135.91890051030535
13.35,14.36,49.63863401392511,143.7992706298828
14.25,14.49,50.06107016454858,147.35125732421875
14.51,14.879999999999999,49.814996213481905,145.27165222167966
14.91,15.29,47.94245710665781,130.3787078857422
15.31,15.62,44.936646244553316,109.59819543602607
15.79,15.959999999999999,43.906832920125446,103.26893028335935
16.13,16.54,44.83143085826154,108.93413465324585
16.55,16.97,48.23262069928653,132.58233642578125
16.96,17.310000000000002,50.095042004237044,147.64068716292874
17.33,17.5,50.011982976142534,146.93405120714505
17.51,17.810000000000002,50.076110259263004,147.4793243408203
17.8,18.009999999999998,49.91462322850347,146.11005444610785
18.02,18.509999999999998,48.33982517007024,133.4058829355149
18.52,19.439999999999998,52.00883278581905,164.89788818359378
20.11,20.450000000000003,49.96835900454643,146.56427001953122
20.49,20.880000000000003,51.75769100519351,162.52306086847324
20.92,21.4,45.288781886728636,111.85026550292967
21.75,22.089999999999996,50.076341322858624,147.48129272460938
22.12,22.479999999999997,51.98193204719853,164.64186096191412
22.52,24.72,45.01693432008031,110.10765075683594
