onset,offset,midi,hz
0.33,1.2699999999999998,72.97738214086755,553.6414794921874
1.33,1.6799999999999997,70.99595059033564,493.7677939428918
1.73,2.03,72.97088798081901,553.4338378906248
2.08,2.42,75.35818403091564,635.26220703125
2.47,2.96,73.084885100997,557.090075783363
3.02,3.1799999999999997,71.07551757304272,496.0423583984375
3.24,3.6799999999999997,67.93187683314153,413.6737060546874
4.0,4.31,70.46903243296418,478.9658821679378
4.36,4.68,67.48313166388279,403.08883666992205
4.75,5.68,65.89468623591806,367.7505187988281
5.93,6.2,68.13894733852916,418.6513087902197
6.28,7.21,71.11034261370136,497.0411881997721
7.28,7.609999999999999,67.99666240339901,415.22463989257824
7.68,8.02,66.17828242562753,373.8243103027344
8.07,8.42,67.50835353577293,403.67651367187494
8.49,8.799999999999999,63.34531742962856,317.3951264986311
8.86,9.2,63.083496916926165,312.63116455078125
9.26,9.66,61.12827993076931,279.24411010742193
10.0,10.31,64.06672302972595,330.90041696046217
10.36,10.67,63.074204774368845,312.46340942382807
10.75,11.92,60.99144256244337,277.04565429687494
