onset,offset,midi,hz
2.85,3.01,63.94375459030023,328.55838012695307
3.05,3.21,65.11372393107568,351.52984619140625
3.26,3.6199999999999997,67.01561198927853,392.3490905761718
3.66,4.49,67.07104815056663,393.60745239257824
4.48,4.84,71.982873908976,522.7337646484374
4.86,5.029999999999999,71.2167294997405,500.10498371547817
5.03,5.21,72.06770460347296,525.3014526367188
5.25,5.91,67.26539029813861,398.05084228515614
5.98,6.16,62.5079215164747,302.40814208984375
6.17,6.33,64.02432673996867,330.09106445312483
6.37,7.16,65.1022432692674,351.29680679325537
7.56,7.72,65.34303465147374,356.21701049804676
7.73,7.89,67.70283585735619,408.2368774414062
7.93,8.27,64.33815825793822,336.12939453124994
8.32,9.06,60.01103758657433,261.7924194335937
9.07,9.24,62.332182760496735,299.35390440861335
9.24,9.39,63.957332671346585,328.81616977889814
9.42,10.9,62.17080781549783,296.57647705078125
12.58,13.67,66.88390794999079,389.37561035156233
13.71,13.879999999999999,64.21138300931555,333.67696793060304
13.9,14.049999999999999,65.39772308858393,357.34405357310186
14.07,14.4,66.73739822951063,386.0943322789519
14.44,14.62,72.22248008005735,530.018798828125
14.62,15.2,71.99383054842059,523.0646972656249
15.22,15.39,71.47380987177422,507.5867277332518
15.39,15.6,72.16803932254173,528.3547081753916
15.64,17.03,69.04080384733642,441.0382690429688
18.64,19.759999999999998,65.07052799523201,350.653839111328
19.79,19.96,65.04362364071305,350.10932645990187
19.96,20.130000000000003,65.26213622057796,354.5563354492187
20.16,20.509999999999998,69.14360403612005,443.66493263502167
20.55,20.71,69.29068065107185,447.45013427734364
20.75,21.299999999999997,69.26373011772093,446.75411987304676
21.34,21.549999999999997,71.11157031424999,497.0764370083896
21.54,21.71,72.38126315900925,534.9023172764987
21.74,22.96,74.10530194013221,590.912841796875
