onset,offset,midi,hz
0.07,0.3099999999999998,44.20963151371845,105.09102630615234
0.3,0.4499999999999998,46.96135285007445,123.19550301953883
0.47,0.7999999999999998,49.87317755182902,145.7606858970062
0.83,0.9999999999999998,52.51430338911428,169.783407261682
1.04,2.28,48.85393597611687,137.42694091796872
2.44,2.7899999999999996,43.974989009410464,103.67628590411509
2.78,3.0399999999999996,47.51025297487412,127.16408538818362
3.05,3.6799999999999997,49.218629977703024,140.35262258922043
3.72,4.04,50.62234481260822,152.20674133300778
4.09,4.58,51.214523929398396,157.50313205652714
4.77,4.95,50.0017160441059,146.8469390869141
4.98,5.33,48.11037079804494,131.64941314249208
5.34,6.05,49.87739193712633,145.7961730957031
6.81,7.06,42.68788738352232,96.24793361686082
7.05,7.31,48.12097245849699,131.73005676269534
7.33,7.609999999999999,49.20712341498243,140.25936889648438
7.66,7.88,47.85666076239228,129.73417663574224
7.89,8.6,49.93403632984882,146.27398607680587
8.7,8.97,42.07273618979488,92.88804750304135
9.06,9.5,47.54121218972498,127.39169311523438
9.58,9.799999999999999,44.83365335329002,108.94812011718751
9.85,10.98,52.012184914518286,164.9298198835033
11.03,11.28,49.24330231811436,140.5527859551653
11.33,12.01,51.58223619411656,160.88426208496097
12.08,12.7,49.71681625497072,144.45013427734378
12.73,13.72,48.71409799951782,136.3213653564453
