onset,offset,midi,hz
0.17,0.4399999999999998,54.88516054613028,194.70189189130517
0.49,0.8499999999999998,56.81202616890463,217.62420654296872
1.04,1.5499999999999998,54.86547732392672,194.48065185546878
1.44,1.5499999999999998,55.0694223331574,196.78524504980848
1.62,1.8699999999999999,49.32639637506787,141.22901885388742
1.86,2.1199999999999997,49.81767818004241,145.29415893554688
2.17,2.6599999999999997,54.908684151753775,194.9666281117797
2.7,3.01,57.02019394555198,220.25676829209016
3.08,3.5199999999999996,54.89879722540674,194.8553161621094
3.56,3.7399999999999998,57.41266271128573,225.30699157714844
3.74,3.94,57.864069783471926,231.25897216796872
3.93,4.12,57.8071264984348,230.4995709579412
4.11,4.26,57.86836966177708,231.3164172566999
4.66,4.89,56.6685975325847,215.82868957519528
4.93,5.1499999999999995,54.8946591344977,194.8087463378906
5.17,5.41,54.705740040808294,192.69447326660148
5.44,5.7299999999999995,53.2589560171344,177.24560546875003
5.74,6.0,53.46633400008365,179.3815307617187
6.05,6.34,52.36415360368304,168.31724437897233
6.55,7.029999999999999,47.64255890295799,128.13963317871094
7.11,8.08,44.66934657896107,107.9190139770508
8.47,8.77,49.692018738022576,144.2433776855469
8.76,9.01,50.020659146275676,147.0077064314778
9.04,9.28,52.003103108878115,164.84332275390625
9.3,9.65,53.02951871750134,174.91209862315506
9.72,10.07,51.692355777225686,161.9108692460287
10.11,10.6,53.172509790529304,176.36276568503928
10.64,10.91,51.5911497361014,160.96711730957037
10.95,11.18,52.74834327571372,172.09423828125006
11.22,11.47,56.70849662875851,216.3266754150391
11.49,11.87,55.634034185042765,203.308853149414
11.98,12.52,51.93446252585301,164.19104003906247
12.57,13.06,48.735638252830796,136.49108384447393
13.12,13.629999999999999,47.482627009323174,126.9613265991211
13.72,14.459999999999999,49.64996493181482,143.89341798441143
