onset,offset,midi,hz
0.12,0.3299999999999998,57.45298782823208,225.83240409066877
0.36,0.5599999999999998,59.92784653508853,260.5374450683593
0.59,0.7699999999999998,56.64211530630387,215.4987945556641
0.79,1.4599999999999997,60.045656232775585,262.3164367675782
1.51,1.7199999999999998,57.02252466891689,220.28642298575116
1.75,2.1599999999999997,60.06511792249414,262.61148593455533
2.2,2.5999999999999996,61.8153944435961,290.54998779296875
2.64,3.2699999999999996,60.072060337042004,262.71681677657057
3.77,4.01,57.215658221338686,222.7576599121094
4.04,4.2299999999999995,60.2429376935324,265.322740313039
4.25,4.4799999999999995,57.043709326112214,220.55614669975685
4.51,5.1,59.93409321200568,260.63146972656256
5.17,5.41,56.87630198305122,218.4336853027344
5.44,5.85,60.12003692531801,263.44587691664304
5.9,6.3,64.08228514351958,331.19799804687517
6.34,6.84,59.60520160745419,255.7268524169922
7.34,7.859999999999999,64.22679508684581,333.9741516113281
7.92,8.379999999999999,64.02015037404325,330.0114440917969
8.43,8.83,64.0721749348113,331.004638671875
8.89,9.28,68.60058459765042,429.96490478515636
9.45,9.75,66.95115914738656,390.89111328124983
9.82,10.02,64.02036009677917,330.0154418945313
10.06,10.45,63.94914465696829,328.6606902270238
10.52,11.54,62.194116603082946,296.97604716162317
