onset,offset,midi,hz
0.24,0.4999999999999998,58.2534260322708,236.51893615722656
0.54,1.0699999999999998,56.62488011067899,215.28436279296875
1.15,1.3999999999999997,52.24843055994599,167.19589233398435
1.46,1.7199999999999998,59.14061274702667,248.9555053710938
1.76,2.32,56.97761553264355,219.71572875976562
2.4,2.67,51.829093897865526,163.19475402349238
2.7,2.9699999999999998,54.92347641349851,195.13328552246094
3.01,3.2899999999999996,56.66703936333984,215.80926513671872
3.32,3.5999999999999996,56.67740901471984,215.93856811523438
3.65,3.9499999999999997,53.63078565993136,181.0936126708984
3.99,4.62,52.00962735638102,164.90545654296875
5.18,5.46,58.48048284717048,239.64138793945312
5.52,6.08,56.82057448899159,217.73168945312503
6.17,6.41,52.27086114936208,167.41265869140622
6.48,6.74,58.609171800416924,241.4293670654297
6.78,7.3,56.89409222601316,218.65826416015625
7.37,7.67,51.93480682492758,164.19430541992188
7.69,7.97,54.854576157492,194.3582305908203
8.01,8.27,56.68599714724657,216.04571533203116
8.31,8.58,56.85871134773417,218.21185302734378
8.62,8.94,53.426817625706356,178.9725494384765
8.96,9.67,52.08744972271626,165.64840752060246
