onset,offset,midi,hz
0.39,0.8399999999999997,40.91155294629955,86.86215209960933
0.89,1.2099999999999997,40.62715519130135,85.44688415527344
1.33,1.4399999999999997,40.49407245124671,84.79255841781205
1.49,1.6199999999999999,38.75069272399904,76.6696722354701
1.82,2.0399999999999996,39.51671477962915,80.13825988769531
2.1,2.4,40.62464774334203,85.43450927734375
2.39,2.73,43.086299107403335,98.48858642578129
2.72,3.3099999999999996,47.43731410363865,126.62945556640624
3.32,3.7699999999999996,47.935503448471636,130.32635061374833
3.8,4.75,44.83519531379021,108.9578242458385
5.23,5.84,43.43661837014109,100.50182652573721
5.83,6.12,43.26733600257028,99.52389526367186
6.23,6.45,44.90830233678256,109.41890716552733
6.44,7.08,43.71462438202871,102.12873840332031
7.07,7.27,40.11786005853675,82.96981811523439
7.68,8.17,39.018890963907964,77.8666665179974
8.32,8.49,38.4774259935641,75.46898047883913
8.78,8.959999999999999,40.25373846260747,83.62358093261716
8.95,9.51,38.48477648231518,75.50102996826172
10.25,10.79,40.15528103429986,83.14935302734376
10.85,11.049999999999999,40.66416039724229,85.62972259521484
11.26,11.4,39.69720613541433,80.97811889648435
11.47,11.69,38.08425294234859,73.77435302734375
11.79,12.02,38.17340737896683,74.15525333295459
12.09,12.4,40.689917715780815,85.75721740722658
12.39,12.69,43.88272300971283,103.12521362304688
12.68,13.27,48.166418110925676,132.07630819797907
13.29,13.58,47.59808124970138,127.81084832977939
13.72,13.94,46.197151813365835,117.87568664550783
13.93,14.78,44.71101932205586,108.17910003662112
15.19,15.76,48.31217786132385,133.19300760892855
15.75,16.03,44.91111954535376,109.4367141723633
16.19,16.409999999999997,44.235034982779645,105.24534606933592
16.4,16.630000000000003,42.25480051415614,93.87005436353478
16.79,16.92,39.8556583123483,81.7226778276934
16.97,17.21,39.81742325868251,81.54238891601562
17.4,17.58,39.05758752110495,78.04090881347659
17.68,17.96,38.16629842492197,74.12480926513673
18.31,18.92,47.54042003859976,127.38586425781251
18.94,19.380000000000003,47.91158838882686,130.14644364440133
