onset,offset,midi,hz
0.12,0.3299999999999998,50.19771919591836,148.51892625125782
1.04,1.2699999999999998,50.19892129515194,148.52923916567957
1.39,1.63,61.48263337615487,285.0186462402343
1.69,1.9099999999999997,61.003046683528794,277.2314147949219
2.02,2.26,60.17065992762096,264.2173461914062
2.34,2.5599999999999996,61.23476104477977,280.96691894531244
2.67,3.15,59.93146181307152,260.59185791015625
3.29,3.71,58.050150787633186,233.75805664062494
3.87,4.33,58.319418793987346,237.4222412109375
4.51,4.77,55.45656426263262,201.23536682128906
4.79,5.24,57.1760414921947,222.2484947702348
6.56,6.67,62.72399220153646,306.20606827016945
6.73,6.9399999999999995,60.764282380198374,273.4342041015625
7.03,7.2299999999999995,59.65239791239033,256.4249572753907
7.33,7.54,61.03077583528659,277.6758117675781
7.65,8.12,60.04717882302165,262.3395080566406
8.27,8.76,57.601710719463824,227.78079029894218
8.87,9.35,58.04473233529693,233.68490600585932
9.51,9.78,55.40830454613261,200.67518615722653
9.82,10.709999999999999,55.71092127992739,204.2137908935546
11.12,11.22,53.82230153466777,183.10806274414065
11.36,11.56,56.0258151860681,207.9622192382812
11.67,11.98,54.92905159591083,195.19613542149742
12.0,12.15,56.703540623396606,216.26475642025605
12.29,13.27,55.16691485262214,197.89654541015625
13.91,14.15,56.11025626956659,208.9790344238281
14.21,14.47,58.48072205245048,239.64469909667972
14.51,14.72,59.904825283984955,260.19122314453125
14.84,15.53,55.85780635418349,205.95379638671875
15.94,16.1,54.16939040458284,186.8161773681641
16.09,16.369999999999997,55.644980180304714,203.43743896484375
16.39,16.64,55.65499398231974,203.55514526367188
16.73,16.9,58.154646896442216,235.1732711319108
17.03,17.270000000000003,55.990264880349486,207.53561401367185
17.37,19.009999999999998,60.059167562797,262.521240234375
