onset,offset,midi,hz
3.64,3.9,52.66351408340924,171.25305175781253
3.92,4.13,54.63820291876924,191.94421776860653
4.17,4.6,56.69713751379999,216.18478393554688
4.9,5.14,56.85173572661263,218.12394714355474
5.24,5.87,56.926617995659825,219.06945717163256
5.86,6.17,59.03177625682238,247.3953204871266
6.28,6.89,56.6408422969861,215.4829491020839
6.88,7.2299999999999995,54.90851239396057,194.9646938342222
7.12,7.2299999999999995,53.30357060122475,177.7029634446997
7.46,7.779999999999999,53.09367955213238,175.56153869628903
8.13,8.29,52.16468239607641,166.3890380859375
8.33,8.69,60.77778708297916,273.6475830078125
8.75,9.11,59.19601183638071,249.75343322753903
9.21,9.42,56.31931645059151,211.51791994268513
9.44,9.57,56.664779585169185,215.7810974121094
9.68,9.85,59.74154135378696,257.74872717413325
9.92,10.59,56.78704390464714,217.3103942871094
11.78,11.98,52.95068545007021,174.11743164062506
12.04,12.6,61.31660919241354,282.2984008789062
12.92,13.27,62.98513978560537,310.86003945903815
13.38,13.549999999999999,63.81131714191653,326.05453492450454
13.61,13.73,58.79019390034531,243.96705627441403
15.43,15.7,58.88333996314989,245.28321646438485
15.75,16.799999999999997,61.48805333465412,285.10789073453446
19.55,19.799999999999997,63.73648814067326,324.64827314680804
19.87,20.200000000000003,63.6500196190289,323.03082178471385
20.29,20.630000000000003,63.9643379573804,328.94924926757807
20.74,21.229999999999997,63.839380348283,326.58349609375
21.22,21.630000000000003,64.39954312698352,337.3233337402343
