onset,offset,midi,hz
0.0,0.1999999999999998,45.6727725516416,114.35884094238281
0.29,0.47999999999999976,46.630312821147996,120.86218470240361
0.47,0.6699999999999998,53.76544769299781,182.50772094726565
0.68,0.9199999999999998,53.85090632494366,183.41085815429688
0.93,1.1899999999999997,53.84487620891721,183.3469848632812
1.21,1.7299999999999998,51.65111708533897,161.5256500244141
1.76,2.0399999999999996,51.81072407375314,163.0216827392578
2.05,2.3,51.791007071186186,162.8361232389141
2.32,2.55,49.960635032389675,146.49889435049803
2.56,2.98,51.88520068840198,163.72450256347653
3.0,3.3499999999999996,53.879443799243376,183.7134399414062
3.41,4.02,51.71386837308969,162.11218738018394
4.05,4.21,50.00372171959021,146.86395263671875
4.22,4.79,50.030871611072016,147.09445113954442
5.25,5.46,45.11212373952156,110.71472930908203
5.45,5.85,48.73081712800382,136.45307922363278
5.84,6.34,50.02895178896836,147.07814025878906
6.36,6.6499999999999995,49.0578432474662,139.05514526367188
6.66,6.89,49.975347104163006,146.62344240335923
6.9,7.38,52.652819408952396,171.14729309082034
7.37,7.6899999999999995,53.78659027045062,182.7307434082031
7.73,8.58,51.89044691333439,163.7741241455078
8.8,8.92,52.1684716702767,166.42546081542966
9.11,9.67,53.670210851608054,181.50648498535156
9.68,9.92,53.54954433212332,180.24578857421878
9.96,10.47,51.56080654389165,160.68523870482497
10.48,10.75,50.52333409556449,151.33874274746145
10.76,11.04,51.30690535597566,158.34584045410162
11.06,11.27,49.87005223976862,145.73437480906318
11.28,12.14,53.41488144347662,178.84919738769534
12.15,12.32,50.55909235247013,151.6516526209576
12.33,12.76,51.63725528181985,161.39636994942535
12.8,13.45,49.653002905810595,143.91867065429685
13.97,14.34,49.46505658347102,142.36471033943272
14.33,15.18,50.77369596968995,153.54322487943367
15.22,15.57,56.7551772802358,216.9107614765488
15.56,15.7,56.448606722227275,213.10346984863276
15.74,16.57,51.68121030508631,161.80666656315867
