onset,offset,midi,hz
1.58,1.9799999999999998,60.268656704447324,265.7171936035156
1.97,2.13,59.814698746078065,258.8402099609375
2.16,2.4,60.22971743780028,265.1202087402343
2.45,2.7199999999999998,58.24841630987211,236.45050388539076
2.79,3.05,56.153617870408496,209.50311279296878
3.11,3.5399999999999996,57.93252270637262,232.17517933617557
3.95,4.52,57.877728494911956,231.44149780273435
4.59,4.84,57.70606643638901,229.15795898437503
4.91,5.17,55.91199908198614,206.5995025634765
5.21,5.51,55.163338377457166,197.85566711425778
5.55,5.88,55.93123072623581,206.8291338962728
6.47,6.7299999999999995,55.751694497194876,204.6953125
6.76,7.05,56.074567513870576,208.54867553710932
7.08,7.37,54.6205731099234,191.74885322745126
7.38,7.67,55.67040493265979,203.73642490493984
7.69,7.95,54.63341251570733,191.89111328124997
9.03,9.43,59.68160786937074,256.85797119140625
9.43,9.59,59.7008969955523,257.1443176269531
9.62,9.85,59.71916719662993,257.4158325195312
9.9,10.15,57.80602523875366,230.48490905761716
10.21,10.47,55.88274094089027,206.25064086914062
10.51,10.99,58.04541284316103,233.694091796875
11.42,12.049999999999999,58.05197012115827,233.78262329101562
12.08,12.34,57.689758656185376,228.9421997070313
12.4,12.67,56.02788812049651,207.9871215820312
12.7,12.97,58.41204950442961,238.69598766370598
13.01,13.48,60.04418904104115,262.29420683280875
13.92,14.209999999999999,56.48978221275081,213.6109161376953
14.25,14.54,56.24680456184963,210.6338402674369
14.58,14.85,58.08287230313091,234.2002932593067
14.89,15.01,56.26531067550759,210.85911875786422
