onset,offset,midi,hz
0.0,0.15999999999999978,52.1073692033917,165.83911132812497
0.24,0.4599999999999998,55.21823505339057,198.4840545654297
0.45,0.8299999999999997,57.09619941150949,221.2258758544922
0.82,0.9599999999999997,56.32463296162132,211.5828857421875
1.04,1.1999999999999997,47.76758218741952,129.068359375
1.19,1.6799999999999997,51.4371093015924,159.54122924804685
1.71,2.01,49.634863992539444,143.76795959472656
2.03,2.3,51.88110121914035,163.6857380702564
2.31,2.53,57.2282987156734,222.9203643798828
2.54,3.38,56.83008990550831,217.85139465332028
3.37,3.84,52.844390616868075,173.05165534402107
3.91,4.46,53.82117755065681,183.0961750473818
4.49,4.74,54.5651066066122,191.1354977436539
4.78,5.21,59.03471912122833,247.4373779296875
5.54,5.68,54.92590084363322,195.16061401367193
5.67,6.029999999999999,59.495648181720554,254.1137084960938
6.11,6.5,56.58808834846015,214.82733154296872
6.57,6.8,54.303156469582994,188.26522794735592
6.84,7.49,51.87246407512053,163.60409545898432
7.52,7.76,51.248082045077155,157.8087310791016
7.79,8.87,50.0977058527493,147.66340637207028
