onset,offset,midi,hz
0.14,0.3499999999999998,55.40010852015285,200.5802047897716
0.45,0.7099999999999997,51.33514632536179,158.6043548583984
0.75,1.0899999999999999,54.05640278467916,185.6009063720703
1.09,1.3599999999999999,56.88738948879223,218.5736236572265
1.41,1.9199999999999997,59.98563291937539,261.40853881835943
2.05,2.2899999999999996,57.68960403936397,228.94015502929682
2.37,2.73,54.457249346454525,189.94841003417974
2.72,2.96,51.30774114456476,158.3534851074219
3.04,3.3,49.465181541928295,142.36573791503906
3.35,3.6399999999999997,51.85726989665714,163.46057128906247
3.7,3.9899999999999998,54.999137667225845,195.98795553000497
4.03,4.38,57.00416582645804,220.05294443553174
4.72,4.99,55.33404669191782,199.81627309416086
5.02,5.279999999999999,51.63092399574175,161.33735656738278
5.35,5.87,49.637274549202374,143.7879791259766
5.98,6.22,51.61848387138669,161.22146606445315
6.32,6.67,54.60898350621029,191.62053149414422
6.66,6.92,55.538834749892494,202.19393920898438
6.99,7.31,54.15809420495923,186.6943206787109
7.31,7.58,51.85205643430082,163.4113539557493
7.75,8.0,51.96788937467125,164.5083680749267
7.99,9.07,48.05605189290139,131.23699951171875
