onset,offset,midi,hz
0.19,0.42999999999999977,40.847835176269136,86.5430450439453
0.5,0.7299999999999998,40.079083707880635,82.78418946389797
0.81,1.0399999999999998,40.55463309630484,85.08969236702532
1.13,1.3499999999999999,39.65752191509977,80.79270935058595
1.4,1.63,38.72287853832831,76.54659284218194
1.73,1.9799999999999998,38.66851009447271,76.30657958984375
2.05,2.25,39.865314489377944,81.76827239990234
2.32,2.6599999999999997,43.05184964251825,98.29280090332036
2.65,3.23,47.157174876145284,124.59689331054683
3.26,3.6999999999999997,47.79297957952037,129.25784301757812
3.73,4.6899999999999995,45.14843396011874,110.94718170166017
4.9,5.01,44.14060002511452,104.67281909363582
5.12,5.569999999999999,49.114329323644924,139.5095903147029
5.73,6.05,45.96012319960457,116.27281188964842
6.04,6.39,44.50845020951427,106.92068912728482
6.38,6.62,42.13391685598115,93.21688842773438
6.72,6.9399999999999995,40.119996305416876,82.98005676269533
7.02,7.25,39.30994801994956,79.18683618268842
7.35,7.569999999999999,38.42535193031715,75.24231719970702
7.67,7.9799999999999995,37.78030961436669,72.49044036865233
8.29,8.9,47.271759607629335,125.42429461181946
8.92,9.379999999999999,47.52418436397926,127.26645660400388
