onset,offset,midi,hz
0.2,0.8899999999999998,48.370257472523484,133.64059519476305
0.88,1.2799999999999998,50.616685931842184,152.15699768066406
1.27,1.7399999999999998,43.762242271587176,102.41003192457475
1.73,2.76,52.73070719961425,171.919015196995
2.77,3.2899999999999996,53.827898207393545,183.1672668457031
3.31,4.84,50.470280005701305,150.87567138671875
4.88,5.04,50.01803171996465,146.9853973388672
5.05,6.01,48.612856038975195,135.5264892578125
6.03,6.41,50.625166618354,152.23155212402344
6.44,7.3,52.57041695618191,170.33460998535156
8.22,8.89,45.4102395347896,112.63772898916113
8.92,9.65,48.38371730052329,133.74453716933255
9.67,10.41,49.072362389703734,139.17181396484378
10.44,11.209999999999999,52.24333913147521,167.14672851562491
11.22,11.37,53.90241658818053,183.9573822021484
12.42,12.53,47.39125806277849,126.29303076292122
12.57,12.79,51.78810916136114,162.80886840820312
12.82,13.19,50.07493876558891,147.46934502865273
13.18,13.379999999999999,50.850612261141855,154.22691345214844
13.37,13.629999999999999,51.07814571166176,156.2672729492188
